,name,date,month_edits
0,Economic_inequality,200107,0
1,Economic_inequality,200108,0
2,Economic_inequality,200109,0
3,Economic_inequality,200110,0
4,Economic_inequality,200111,0
5,Economic_inequality,200112,0
6,Economic_inequality,200201,0
7,Economic_inequality,200202,0
8,Economic_inequality,200203,0
9,Economic_inequality,200204,0
10,Economic_inequality,200205,0
11,Economic_inequality,200206,0
12,Economic_inequality,200207,0
13,Economic_inequality,200208,0
14,Economic_inequality,200209,0
15,Economic_inequality,200210,0
16,Economic_inequality,200211,0
17,Economic_inequality,200212,0
18,Economic_inequality,200301,0
19,Economic_inequality,200302,0
20,Economic_inequality,200303,0
21,Economic_inequality,200304,0
22,Economic_inequality,200305,0
23,Economic_inequality,200306,0
24,Economic_inequality,200307,0
25,Economic_inequality,200308,0
26,Economic_inequality,200309,0
27,Economic_inequality,200310,0
28,Economic_inequality,200311,0
29,Economic_inequality,200312,1
30,Economic_inequality,200401,0
31,Economic_inequality,200402,5
32,Economic_inequality,200403,1
33,Economic_inequality,200404,0
34,Economic_inequality,200405,0
35,Economic_inequality,200406,0
36,Economic_inequality,200407,0
37,Economic_inequality,200408,0
38,Economic_inequality,200409,1
39,Economic_inequality,200410,9
40,Economic_inequality,200411,1
41,Economic_inequality,200412,9
42,Economic_inequality,200501,4
43,Economic_inequality,200502,1
44,Economic_inequality,200503,12
45,Economic_inequality,200504,20
46,Economic_inequality,200505,1
47,Economic_inequality,200506,10
48,Economic_inequality,200507,16
49,Economic_inequality,200508,23
50,Economic_inequality,200509,8
51,Economic_inequality,200510,12
52,Economic_inequality,200511,21
53,Economic_inequality,200512,14
54,Economic_inequality,200601,85
55,Economic_inequality,200602,20
56,Economic_inequality,200603,26
57,Economic_inequality,200604,17
58,Economic_inequality,200605,37
59,Economic_inequality,200606,10
60,Economic_inequality,200607,7
61,Economic_inequality,200608,17
62,Economic_inequality,200609,9
63,Economic_inequality,200610,3
64,Economic_inequality,200611,2
65,Economic_inequality,200612,25
66,Economic_inequality,200701,12
67,Economic_inequality,200702,17
68,Economic_inequality,200703,13
69,Economic_inequality,200704,9
70,Economic_inequality,200705,13
71,Economic_inequality,200706,20
72,Economic_inequality,200707,9
73,Economic_inequality,200708,13
74,Economic_inequality,200709,10
75,Economic_inequality,200710,17
76,Economic_inequality,200711,15
77,Economic_inequality,200712,7
78,Economic_inequality,200801,6
79,Economic_inequality,200802,5
80,Economic_inequality,200803,15
81,Economic_inequality,200804,11
82,Economic_inequality,200805,24
83,Economic_inequality,200806,20
84,Economic_inequality,200807,11
85,Economic_inequality,200808,17
86,Economic_inequality,200809,0
87,Economic_inequality,200810,4
88,Economic_inequality,200811,14
89,Economic_inequality,200812,4
90,Economic_inequality,200901,17
91,Economic_inequality,200902,20
92,Economic_inequality,200903,8
93,Economic_inequality,200904,19
94,Economic_inequality,200905,17
95,Economic_inequality,200906,10
96,Economic_inequality,200907,7
97,Economic_inequality,200908,8
98,Economic_inequality,200909,12
99,Economic_inequality,200910,4
100,Economic_inequality,200911,3
101,Economic_inequality,200912,9
102,Economic_inequality,201001,14
103,Economic_inequality,201002,11
104,Economic_inequality,201003,12
105,Economic_inequality,201004,7
106,Economic_inequality,201005,10
107,Economic_inequality,201006,12
108,Economic_inequality,201007,8
109,Economic_inequality,201008,7
110,Economic_inequality,201009,11
111,Economic_inequality,201010,14
112,Economic_inequality,201011,29
113,Economic_inequality,201012,14
114,Economic_inequality,201101,15
115,Economic_inequality,201102,12
116,Economic_inequality,201103,8
117,Economic_inequality,201104,23
118,Economic_inequality,201105,20
119,Economic_inequality,201106,15
120,Economic_inequality,201107,4
121,Economic_inequality,201108,17
122,Economic_inequality,201109,18
123,Economic_inequality,201110,15
124,Economic_inequality,201111,38
125,Economic_inequality,201112,23
126,Economic_inequality,201201,25
127,Economic_inequality,201202,13
128,Economic_inequality,201203,7
129,Economic_inequality,201204,26
130,Economic_inequality,201205,26
131,Economic_inequality,201206,22
132,Economic_inequality,201207,18
133,Economic_inequality,201208,29
134,Economic_inequality,201209,12
135,Economic_inequality,201210,37
136,Economic_inequality,201211,31
137,Economic_inequality,201212,37
138,Economic_inequality,201301,30
139,Economic_inequality,201302,10
140,Economic_inequality,201303,16
141,Economic_inequality,201304,23
142,Economic_inequality,201305,11
143,Economic_inequality,201306,30
144,Economic_inequality,201307,39
145,Economic_inequality,201308,12
146,Economic_inequality,201309,11
147,Economic_inequality,201310,13
148,Economic_inequality,201311,19
149,Economic_inequality,201312,10
150,Economic_inequality,201401,45
151,Economic_inequality,201402,36
152,Economic_inequality,201403,14
153,Economic_inequality,201404,20
154,Economic_inequality,201405,29
155,Economic_inequality,201406,22
156,Economic_inequality,201407,22
157,Economic_inequality,201408,19
158,Economic_inequality,201409,17
159,Economic_inequality,201410,51
160,Economic_inequality,201411,11
161,Economic_inequality,201412,11
162,Economic_inequality,201501,10
163,Economic_inequality,201502,23
164,Economic_inequality,201503,10
165,Economic_inequality,201504,19
166,Economic_inequality,201505,18
167,Economic_inequality,201506,19
168,Economic_inequality,201507,15
169,Economic_inequality,201508,21
170,Economic_inequality,201509,8
171,Economic_inequality,201510,18
172,Economic_inequality,201511,22
173,Economic_inequality,201512,9
174,Economic_inequality,201601,11
175,Economic_inequality,201602,37
176,Economic_inequality,201603,23
177,Economic_inequality,201604,0
178,Economic_inequality,201605,35
179,Economic_inequality,201606,5
180,Economic_inequality,201607,10
181,Economic_inequality,201608,5
182,Economic_inequality,201609,8
183,Economic_inequality,201610,2
184,Economic_inequality,201611,5
185,Economic_inequality,201612,8
186,Economic_inequality,201701,13
187,Economic_inequality,201702,15
188,Economic_inequality,201703,17
189,Economic_inequality,201704,14
190,Economic_inequality,201705,17
191,Economic_inequality,201706,9
192,Economic_inequality,201707,24
193,Economic_inequality,201708,10
194,Economic_inequality,201709,10
195,Economic_inequality,201710,11
196,Economic_inequality,201711,6
197,Economic_inequality,201712,9
198,Economic_inequality,201801,6
199,Economic_inequality,201802,5
200,Economic_inequality,201803,8
201,Economic_inequality,201804,5
202,Economic_inequality,201805,6
203,Economic_inequality,201806,9
204,Economic_inequality,201807,6
0,Digital_labor,200107,0
1,Digital_labor,200108,0
2,Digital_labor,200109,0
3,Digital_labor,200110,0
4,Digital_labor,200111,0
5,Digital_labor,200112,0
6,Digital_labor,200201,0
7,Digital_labor,200202,0
8,Digital_labor,200203,0
9,Digital_labor,200204,0
10,Digital_labor,200205,0
11,Digital_labor,200206,0
12,Digital_labor,200207,0
13,Digital_labor,200208,0
14,Digital_labor,200209,0
15,Digital_labor,200210,0
16,Digital_labor,200211,0
17,Digital_labor,200212,0
18,Digital_labor,200301,0
19,Digital_labor,200302,0
20,Digital_labor,200303,0
21,Digital_labor,200304,0
22,Digital_labor,200305,0
23,Digital_labor,200306,0
24,Digital_labor,200307,0
25,Digital_labor,200308,0
26,Digital_labor,200309,0
27,Digital_labor,200310,0
28,Digital_labor,200311,0
29,Digital_labor,200312,0
30,Digital_labor,200401,0
31,Digital_labor,200402,0
32,Digital_labor,200403,0
33,Digital_labor,200404,0
34,Digital_labor,200405,0
35,Digital_labor,200406,0
36,Digital_labor,200407,0
37,Digital_labor,200408,0
38,Digital_labor,200409,0
39,Digital_labor,200410,0
40,Digital_labor,200411,0
41,Digital_labor,200412,0
42,Digital_labor,200501,0
43,Digital_labor,200502,0
44,Digital_labor,200503,0
45,Digital_labor,200504,0
46,Digital_labor,200505,0
47,Digital_labor,200506,0
48,Digital_labor,200507,0
49,Digital_labor,200508,0
50,Digital_labor,200509,0
51,Digital_labor,200510,0
52,Digital_labor,200511,0
53,Digital_labor,200512,0
54,Digital_labor,200601,0
55,Digital_labor,200602,0
56,Digital_labor,200603,0
57,Digital_labor,200604,0
58,Digital_labor,200605,0
59,Digital_labor,200606,0
60,Digital_labor,200607,0
61,Digital_labor,200608,0
62,Digital_labor,200609,0
63,Digital_labor,200610,0
64,Digital_labor,200611,0
65,Digital_labor,200612,0
66,Digital_labor,200701,0
67,Digital_labor,200702,0
68,Digital_labor,200703,0
69,Digital_labor,200704,0
70,Digital_labor,200705,0
71,Digital_labor,200706,0
72,Digital_labor,200707,0
73,Digital_labor,200708,0
74,Digital_labor,200709,0
75,Digital_labor,200710,0
76,Digital_labor,200711,0
77,Digital_labor,200712,0
78,Digital_labor,200801,0
79,Digital_labor,200802,0
80,Digital_labor,200803,0
81,Digital_labor,200804,0
82,Digital_labor,200805,0
83,Digital_labor,200806,0
84,Digital_labor,200807,0
85,Digital_labor,200808,0
86,Digital_labor,200809,0
87,Digital_labor,200810,0
88,Digital_labor,200811,0
89,Digital_labor,200812,0
90,Digital_labor,200901,0
91,Digital_labor,200902,0
92,Digital_labor,200903,0
93,Digital_labor,200904,0
94,Digital_labor,200905,0
95,Digital_labor,200906,0
96,Digital_labor,200907,0
97,Digital_labor,200908,0
98,Digital_labor,200909,0
99,Digital_labor,200910,0
100,Digital_labor,200911,0
101,Digital_labor,200912,0
102,Digital_labor,201001,0
103,Digital_labor,201002,0
104,Digital_labor,201003,0
105,Digital_labor,201004,0
106,Digital_labor,201005,0
107,Digital_labor,201006,0
108,Digital_labor,201007,0
109,Digital_labor,201008,0
110,Digital_labor,201009,0
111,Digital_labor,201010,0
112,Digital_labor,201011,0
113,Digital_labor,201012,0
114,Digital_labor,201101,0
115,Digital_labor,201102,0
116,Digital_labor,201103,0
117,Digital_labor,201104,0
118,Digital_labor,201105,0
119,Digital_labor,201106,0
120,Digital_labor,201107,0
121,Digital_labor,201108,0
122,Digital_labor,201109,0
123,Digital_labor,201110,0
124,Digital_labor,201111,0
125,Digital_labor,201112,0
126,Digital_labor,201201,0
127,Digital_labor,201202,0
128,Digital_labor,201203,0
129,Digital_labor,201204,0
130,Digital_labor,201205,0
131,Digital_labor,201206,0
132,Digital_labor,201207,0
133,Digital_labor,201208,0
134,Digital_labor,201209,0
135,Digital_labor,201210,0
136,Digital_labor,201211,0
137,Digital_labor,201212,0
138,Digital_labor,201301,0
139,Digital_labor,201302,0
140,Digital_labor,201303,0
141,Digital_labor,201304,0
142,Digital_labor,201305,0
143,Digital_labor,201306,0
